1000000000000000000000000000,1000000000000000000000000000,1055529543367064061326746139,944470456632935938673253861
1000000000000000000000000000,1000000000000000000000000000,1017475480213536145375202422,982524519786463854624797578
1000000000000000000000000000,1000000000000000000000000000,1069767441860465116279069769,930232558139534883720930231
1000000000000000000000000000,1000000000000000000000000000,1069767441427798811826882820,930232558572201188173117180
1000000000000000000000000000,1000000000000000000000000000,1000000000499999999750000001,999999999500000000249999999
1000000000000000000000000000,1000000000000000000000000000,1069767441427798811826873203,930232558572201188173126797
1000000000000000000000000000,1000000000000000000000000000,1069767441427798811826879962,930232558572201188173120038
1000000000000000000000000000,1000000000000000000000000000,1069767441427798811826882146,930232558572201188173117854
1000000000000000000000000000,1000000000000000000000000000,1045130927519507447152584573,954869072480492552847415427
1000000000000000000000000000,1000000000000000000000000000,1069767441860465116279069769,930232558139534883720930231
1000000000000000000000000000,1000000000000000000000000000,1000000000500000001749999998,999999999499999998250000002
1000000000000000000000000000,1000000000000000000000000000,1000000000500000001749999998,999999999499999998250000002
1000000000000000000000000000,1000000000000000000000000000,1000000000500000001749999999,999999999499999998250000001
1000000000000000000000000000,1000000000000000000000000000,1000000000500000001749999999,999999999499999998250000001
1000000000000000000000000000,1000000000000000000000000000,1069767441860465116279069769,930232558139534883720930231
1000000000000000000000000000,1000000000000000000000000000,1069767441427798811826881241,930232558572201188173118759
1000000000000000000000000000,1000000000000000000000000000,1000000000500000001749999998,999999999499999998250000002
1000000000000000000000000000,1000000000000000000000000000,1069767441427798833765405075,930232558572201166234594925
1000000000000000000000000000,1000000000000000000000000000,1000000000500000001749999998,999999999499999998250000002
1000000000000000000000000000,1000000000000000000000000000,1000000000500000001749999999,999999999499999998250000001
1000000000000000000000000000,1000000000000000000000000000,1063664070678856168223398900,936335929321143831776601100
1000000000000000000000000000,1000000000000000000000000000,1043638324006900799176375926,956361675993099200823624074
1000000000000000000000000000,1000000000000000000000000000,1035355019870993088102099394,964644980129006911897900606
1000000000000000000000000000,1000000000000000000000000000,1000000000500000001749999999,999999999499999998250000001
1000000000000000000000000000,1000000000000000000000000000,1069767441427798811826877489,930232558572201188173122511
1000000000000000000000000000,1000000000000000000000000000,1069767441427798811826880736,930232558572201188173119264
1000000000000000000000000000,1000000000000000000000000000,1069767441427798811826875734,930232558572201188173124266
1000000000000000000000000000,1000000000000000000000000000,1000000000500000001749999999,999999999499999998250000001
1000000000000000000000000000,1000000000000000000000000000,1069767441427798811826867775,930232558572201188173132225
1000000000000000000000000000,1000000000000000000000000000,1000000000500000001749999999,999999999499999998250000001
1000000000000000000000000000,1000000000000000000000000000,1069767441860465116279069770,930232558139534883720930230
1000000000000000000000000000,1000000000000000000000000000,1069767441860465116279069770,930232558139534883720930230
1000000000000000000000000000,1000000000000000000000000000,1069767441860465116279069769,930232558139534883720930231
1000000000000000000000000000,1000000000000000000000000000,1069767441427798811826870733,930232558572201188173129267
